MaToHop,DiemToHop,NhomTinhCach,NhomNganh
D01,25.0,ISFJ,SuPhamTiengPhap
B00,20.0,ISTP,KyThuat_CongNghe
C01,26.25,ISFJ,GiaoDucTieuHoc
C01,26.5,ESFJ,GiaoDucTieuHoc
C02,21.75,ESTJ,Luat_KinhTe
A00,26.25,ENTP,SuPhamTinHoc
D01,21.75,INTJ,KhoaHocTuNhien
A01,21.0,ISFP,NongNghiep_MoiTruong_ThuySan
C01,26.75,ESFJ,GiaoDucTieuHoc
D14,23.25,ENTP,NgoaiNgu
C00,22.25,ENFJ,XaHoiNhanVan
D01,22.5,ISTJ,KhoaHocTuNhien
C02,24.0,INFP,XaHoiNhanVan
D01,24.25,INFJ,SuPhamTiengPhap
C01,19.1,ISTJ,KyThuat_CongNghe
C02,19.5,ISTJ,KhoaHocTuNhien
C00,26.0,ISFJ,XaHoiNhanVan
B00,27.0,INTP,SuPhamKhoaHocTuNhien
C02,22.75,INTJ,KhoaHocTuNhien
D01,27.0,ENTP,SuPhamTiengAnh
B00,27.0,ENFJ,SuPhamSinhHoc
C01,23.75,ISTJ,Luat_KinhTe
A00,24.0,ESTP,KyThuat_CongNghe
A00,28.25,ENTJ,SuPhamToanHoc
C01,21.0,ISTJ,Luat_KinhTe
C01,23.75,INFJ,XaHoiNhanVan
C01,15.95,INTJ,KyThuat_CongNghe
C01,26.25,ENFP,GiaoDucTieuHoc
A00,28.25,ESTJ,SuPhamHoaHoc
D01,25.5,ISFJ,SuPhamTiengPhap
A01,22.5,ENFJ,XaHoiNhanVan
B00,27.75,INTP,SuPhamKhoaHocTuNhien
A00,27.25,ISTJ,SuPhamHoaHoc
D01,25.25,INTP,SuPhamTinHoc
A01,23.0,ISTJ,KhoaHocTuNhien
D01,20.75,ENTP,KhoaHocTuNhien
D15,23.5,ENTP,NgoaiNgu
A00,26.75,INTJ,SuPhamKhoaHocTuNhien
C01,23.75,ESFJ,XaHoiNhanVan
D01,23.0,ESFJ,NgoaiNgu
A00,28.5,ESTJ,SuPhamVatLy
C02,18.35,INFJ,NongNghiep_MoiTruong_ThuySan
A00,20.25,INTP,CongNgheThongTin_TruyenThong
D14,23.0,ESFJ,SuPhamTiengPhap
C02,23.0,ISFJ,NongNghiep_MoiTruong_ThuySan
D14,24.75,ENFJ,SuPhamTiengPhap
A00,29.25,ENTJ,SuPhamToanHoc
D01,20.25,ISFJ,NongNghiep_MoiTruong_ThuySan
D15,22.5,ISFJ,XaHoiNhanVan
A01,28.5,INTJ,SuPhamVatLy
C01,23.25,ISTJ,Luat_KinhTe
B00,27.25,INFP,SuPhamSinhHoc
D01,27.0,INFJ,SuPhamTiengAnh
A00,28.0,ISTJ,SuPhamHoaHoc
A00,28.75,ISTJ,SuPhamToanHoc
C01,23.5,ESFJ,XaHoiNhanVan
D01,23.25,ISTP,CongNgheThongTin_TruyenThong
B00,28.5,ISTJ,SuPhamHoaHoc
A01,28.0,INTJ,SuPhamVatLy
A01,26.0,ISTJ,SuPhamKhoaHocTuNhien
D14,24.5,ISFJ,SuPhamTiengPhap
C01,25.5,ESTJ,Luat_KinhTe
D01,19.25,ENTJ,Luat_KinhTe
D01,22.5,ENTP,CongNgheThongTin_TruyenThong
B03,26.25,INFP,SuPhamSinhHoc
D01,25.25,INTP,SuPhamTinHoc
D01,25.25,ISTP,SuPhamTinHoc
A00,27.25,INTJ,SuPhamHoaHoc
A01,22.5,ESFJ,XaHoiNhanVan
D01,27.25,ENFP,SuPhamTiengAnh
D14,24.75,ENFP,XaHoiNhanVan
A01,27.5,INTP,SuPhamVatLy
C01,23.5,ESFJ,XaHoiNhanVan
A00,27.25,INTJ,SuPhamVatLy
B00,28.25,INTJ,SuPhamHoaHoc
C01,27.0,ESFP,GiaoDucTieuHoc
D01,24.0,INTJ,KhoaHocTuNhien
A01,27.75,ESTJ,SuPhamVatLy
A01,24.75,ESTJ,SuPhamTinHoc
A01,27.75,ISTJ,SuPhamToanHoc
A00,27.75,INTJ,SuPhamKhoaHocTuNhien
A00,27.25,INTJ,SuPhamHoaHoc
C01,26.5,ESFJ,GiaoDucTieuHoc
D07,17.0,ISTP,NongNghiep_MoiTruong_ThuySan
A00,26.25,ESTJ,SuPhamKhoaHocTuNhien
D01,20.0,ENTP,KhoaHocTuNhien
A01,26.5,ISTJ,SuPhamKhoaHocTuNhien
B00,26.0,ISFJ,SuPhamSinhHoc
A00,21.1,ISTJ,KyThuat_CongNghe
D01,18.75,ISTP,NongNghiep_MoiTruong_ThuySan
A01,28.5,INTJ,SuPhamVatLy
B00,27.25,INFP,SuPhamSinhHoc
B00,27.75,ISTJ,SuPhamHoaHoc
D01,22.0,ISTP,CongNgheThongTin_TruyenThong
A01,27.25,ESTJ,SuPhamVatLy
C01,22.75,ISTJ,KyThuat_CongNghe
B00,26.75,INFJ,SuPhamKhoaHocTuNhien
D07,25.75,ESTJ,SuPhamTinHoc
A01,28.75,ESTJ,SuPhamToanHoc
D01,24.0,INFJ,NgoaiNgu
C02,23.75,ISTP,KhoaHocTuNhien
A00,28.0,INTP,SuPhamVatLy
D07,19.0,ESTP,KyThuat_CongNghe
A00,29.25,ISTJ,SuPhamToanHoc
A00,27.5,ESFJ,GiaoDucTieuHoc
A00,26.25,ESTJ,SuPhamKhoaHocTuNhien
A00,27.1,INTJ,SuPhamKhoaHocTuNhien
A00,21.1,INTJ,CongNgheThongTin_TruyenThong
A00,27.25,INTJ,SuPhamKhoaHocTuNhien
A01,27.0,INTP,SuPhamTinHoc
A01,27.75,ESTJ,SuPhamVatLy
A01,27.5,ISTJ,SuPhamKhoaHocTuNhien
C01,26.75,ENFJ,GiaoDucTieuHoc
D15,27.0,ENFP,SuPhamTiengAnh
D01,23.0,ISFJ,SuPhamTiengPhap
A00,26.75,ESTJ,SuPhamKhoaHocTuNhien
A00,26.25,ENTP,SuPhamTinHoc
B00,28.0,ISTJ,SuPhamHoaHoc
C01,22.85,ENFJ,XaHoiNhanVan
D14,27.75,INFJ,SuPhamTiengAnh
D01,25.0,ISFJ,SuPhamTiengPhap
X01,22.0,ENTP,Luat_KinhTe
A00,18.0,ENTJ,KyThuat_CongNghe
A01,21.0,INTP,KyThuat_CongNghe
D01,22.75,INTP,CongNgheThongTin_TruyenThong
D01,24.5,ESFJ,XaHoiNhanVan
C01,26.5,ISFJ,GiaoDucTieuHoc
D01,24.75,ISTJ,KhoaHocTuNhien
B00,26.5,INFP,SuPhamSinhHoc
B00,27.75,INTP,SuPhamKhoaHocTuNhien
D01,26.5,ENFJ,GiaoDucTieuHoc
D01,25.25,ENFP,SuPhamTiengPhap
C01,26.5,ENFP,GiaoDucTieuHoc
D01,24.6,ENTP,SuPhamTinHoc
D01,22.0,INTP,CongNgheThongTin_TruyenThong
A00,27.0,ISTJ,SuPhamKhoaHocTuNhien
X25,18.5,ESTJ,NongNghiep_MoiTruong_ThuySan
A00,29.25,INTJ,SuPhamHoaHoc
B03,26.25,INTJ,SuPhamSinhHoc
A00,27.75,ENTJ,SuPhamToanHoc
X25,17.25,ISFJ,NongNghiep_MoiTruong_ThuySan
D01,27.0,ESFP,GiaoDucTieuHoc
C01,26.25,ENFJ,GiaoDucTieuHoc
D09,24.25,ESFP,NgoaiNgu
D01,23.1,INFJ,NgoaiNgu
D14,25.0,ESFP,NgoaiNgu
A01,28.5,ISTJ,SuPhamToanHoc
A00,28.0,ISTJ,SuPhamHoaHoc
A01,26.25,ISTJ,SuPhamKhoaHocTuNhien
C01,17.6,ISTP,KyThuat_CongNghe
A00,23.1,ESTP,Luat_KinhTe
D15,25.75,INFJ,NgoaiNgu
A00,28.25,ESTJ,SuPhamToanHoc
A00,27.25,INTJ,SuPhamVatLy
D01,22.75,ISFJ,SuPhamTiengPhap
D01,16.25,ESTJ,NongNghiep_MoiTruong_ThuySan
D14,25.0,ESFJ,SuPhamTiengPhap
A00,22.0,ESTP,KyThuat_CongNghe
D01,23.25,ESFJ,SuPhamTiengPhap
A00,26.0,INTJ,SuPhamTinHoc
A00,29.25,ENTJ,SuPhamToanHoc
D01,24.25,ESFJ,NgoaiNgu
C01,24.75,INTJ,Luat_KinhTe
C01,23.0,INFJ,XaHoiNhanVan
A00,27.25,INTP,SuPhamVatLy
D01,20.0,ISTP,CongNgheThongTin_TruyenThong
A00,27.5,INTP,SuPhamVatLy
A00,19.35,INTJ,KyThuat_CongNghe
A00,18.35,ENTJ,KyThuat_CongNghe
A01,26.25,ISTJ,SuPhamKhoaHocTuNhien
B00,27.25,ESTJ,SuPhamHoaHoc
B00,27.25,INTJ,SuPhamHoaHoc
A01,18.35,ISTP,KyThuat_CongNghe
A00,26.25,ESTJ,SuPhamKhoaHocTuNhien
D01,23.75,INTJ,CongNgheThongTin_TruyenThong
B00,17.5,ESTP,KyThuat_CongNghe
D01,23.5,ESFJ,NgoaiNgu
B00,27.75,ENFJ,SuPhamSinhHoc
A00,26.75,INTJ,SuPhamKhoaHocTuNhien
B00,26.0,INFJ,SuPhamSinhHoc
A01,18.5,ESTP,CongNgheThongTin_TruyenThong
D15,25.25,ENTP,NgoaiNgu
D01,24.25,ENTP,CongNgheThongTin_TruyenThong
D01,24.0,ENFP,SuPhamTiengPhap
B00,28.0,ESTJ,SuPhamHoaHoc
A00,23.0,ENTP,CongNgheThongTin_TruyenThong
B00,26.75,INTJ,SuPhamSinhHoc
A01,27.25,ESTJ,SuPhamVatLy
D01,23.25,ISTP,KhoaHocTuNhien
A00,27.25,INFJ,SuPhamKhoaHocTuNhien
C02,23.25,ENTP,Luat_KinhTe
B00,26.75,INTP,SuPhamKhoaHocTuNhien
B03,25.75,ISFJ,SuPhamSinhHoc
A00,26.5,ESFP,GiaoDucTieuHoc
D15,24.5,ESFP,NgoaiNgu
D01,25.0,INTJ,SuPhamTinHoc
D01,17.75,ESFJ,NongNghiep_MoiTruong_ThuySan
B03,26.0,INFJ,SuPhamSinhHoc
B00,26.75,ENFJ,SuPhamSinhHoc
C01,25.25,ESTP,KyThuat_CongNghe
A00,26.5,ESFP,GiaoDucTieuHoc
A00,24.75,INTP,CongNgheThongTin_TruyenThong
A00,28.0,INTP,SuPhamVatLy
C01,27.25,ESFJ,GiaoDucTieuHoc
D01,25.0,INFJ,NgoaiNgu
A01,27.5,ISTJ,SuPhamVatLy
D01,22.75,ISFJ,SuPhamTiengPhap
A00,27.0,INFJ,SuPhamKhoaHocTuNhien
D15,27.5,ENFP,SuPhamTiengAnh
C01,19.0,INTP,KyThuat_CongNghe
A00,27.25,ESTJ,SuPhamVatLy
A01,25.75,ESTJ,SuPhamTinHoc
C01,20.35,ENTJ,Luat_KinhTe
A00,28.5,ESTJ,SuPhamVatLy
B00,26.5,INTJ,SuPhamSinhHoc
C01,18.6,INTJ,KyThuat_CongNghe
C01,26.25,ENFJ,GiaoDucTieuHoc
C01,26.75,ISFJ,GiaoDucTieuHoc
A00,19.5,ESTJ,NongNghiep_MoiTruong_ThuySan
B03,27.0,INFJ,SuPhamSinhHoc
D01,24.75,ENFJ,SuPhamTiengPhap
B00,27.75,ENFJ,SuPhamSinhHoc
A00,27.0,INTJ,SuPhamKhoaHocTuNhien
D01,18.75,ENTP,CongNgheThongTin_TruyenThong
X25,24.75,ESFJ,XaHoiNhanVan
D01,24.5,ISTP,SuPhamTinHoc
D15,24.25,ENFJ,NgoaiNgu
X01,25.5,INFJ,XaHoiNhanVan
D15,27.85,INFJ,SuPhamTiengAnh
D01,19.25,ISFP,NongNghiep_MoiTruong_ThuySan
A00,27.5,INTP,SuPhamVatLy
A00,24.6,ENTP,SuPhamTinHoc
D01,24.75,INFJ,NgoaiNgu
D01,23.5,INTP,KhoaHocTuNhien
D01,24.25,ENFP,NgoaiNgu
A00,27.75,ESTJ,SuPhamVatLy
C01,20.85,INTJ,KyThuat_CongNghe
D01,21.7,ISTP,KhoaHocTuNhien
A01,23.5,ISTP,KyThuat_CongNghe
A01,27.75,INTP,SuPhamToanHoc
A00,27.25,INTJ,SuPhamVatLy
D14,27.25,ENFJ,SuPhamTiengAnh
D14,23.5,ENFJ,NgoaiNgu
D01,24.5,ISFJ,SuPhamTiengPhap
A00,18.85,ENTJ,CongNgheThongTin_TruyenThong
A01,22.25,INFJ,XaHoiNhanVan
A00,26.25,INFJ,SuPhamKhoaHocTuNhien
B00,27.5,ESTJ,SuPhamHoaHoc
B00,26.75,INFP,SuPhamSinhHoc
A00,24.75,INTP,SuPhamTinHoc
D14,23.0,ENFP,SuPhamTiengPhap
D01,25.5,ENFP,SuPhamTiengPhap
D01,24.5,ENFP,SuPhamTiengPhap
C02,20.25,ISTP,NongNghiep_MoiTruong_ThuySan
D01,25.25,INTP,SuPhamTinHoc
A01,22.85,ISTP,CongNgheThongTin_TruyenThong
D01,20.68,INTP,CongNgheThongTin_TruyenThong
D14,25.5,ESFJ,NgoaiNgu
A01,28.75,ENTJ,SuPhamToanHoc
D07,21.5,ENTP,CongNgheThongTin_TruyenThong
A00,27.75,ISTJ,SuPhamToanHoc
D01,24.75,INTJ,SuPhamTinHoc
A01,28.0,INTJ,SuPhamToanHoc
D01,27.0,ENFJ,SuPhamTiengAnh
D01,27.0,ENFP,NgoaiNgu
B03,26.0,ENFJ,SuPhamSinhHoc
B03,26.75,INFP,SuPhamSinhHoc
C01,22.0,ENFP,XaHoiNhanVan
D01,24.5,ENTP,SuPhamTinHoc
D14,28.75,ESFJ,SuPhamTiengAnh
B00,26.75,ISFJ,SuPhamSinhHoc
A01,26.5,ENTP,SuPhamTinHoc
D01,27.0,INFJ,SuPhamTiengAnh
A00,26.5,INTP,SuPhamKhoaHocTuNhien
D01,25.0,ENTJ,CongNgheThongTin_TruyenThong
D01,25.75,ENFP,SuPhamTiengPhap
A01,29.75,ISTJ,SuPhamToanHoc
D14,24.5,ENFJ,NgoaiNgu
D01,27.25,INFJ,SuPhamTiengAnh
B03,25.75,INFP,SuPhamSinhHoc
A01,27.75,ISTP,SuPhamTinHoc
A00,27.75,INTP,SuPhamHoaHoc
D01,23.0,ESTP,Luat_KinhTe
D01,24.0,INFJ,NgoaiNgu
B00,26.35,ENFJ,SuPhamSinhHoc
X25,23.5,ISFJ,XaHoiNhanVan
A00,27.75,INTJ,SuPhamToanHoc
C01,21.5,ISFJ,XaHoiNhanVan
A00,28.25,ISTJ,SuPhamHoaHoc
C02,24.5,INFP,XaHoiNhanVan
C01,22.6,ENFJ,XaHoiNhanVan
D01,28.0,INFJ,SuPhamTiengAnh
D15,24.85,ENTP,NgoaiNgu
D15,27.5,ENTP,SuPhamTiengAnh
D14,23.0,ENTP,NgoaiNgu
D01,25.0,ESFJ,SuPhamTiengPhap
D01,27.25,INFJ,SuPhamTiengAnh
C01,27.0,ENFJ,GiaoDucTieuHoc
C02,18.25,INTJ,KhoaHocTuNhien
C02,26.25,ENFJ,XaHoiNhanVan
A00,23.0,ENTJ,CongNgheThongTin_TruyenThong
A01,19.5,ISTJ,Luat_KinhTe
D01,22.5,INTP,KhoaHocTuNhien
D14,24.75,ESFJ,SuPhamTiengPhap
A01,26.5,ISTJ,SuPhamKhoaHocTuNhien
A01,21.5,ISTP,KhoaHocTuNhien
A00,19.0,ISTP,NongNghiep_MoiTruong_ThuySan
A00,26.5,ISFJ,GiaoDucTieuHoc
D01,25.0,ISTP,SuPhamTinHoc
A01,26.75,ESTJ,SuPhamTinHoc
A00,21.25,ESTJ,NongNghiep_MoiTruong_ThuySan
D01,24.5,INTJ,SuPhamTinHoc
X70,24.75,ENFP,XaHoiNhanVan
C02,24.25,ENTJ,Luat_KinhTe
C01,27.5,ENFP,GiaoDucTieuHoc
X01,22.75,INFP,XaHoiNhanVan
A01,24.85,ISFJ,XaHoiNhanVan
A00,20.75,ISTP,KhoaHocTuNhien
A00,27.5,INTJ,SuPhamVatLy
A00,28.75,ESTJ,SuPhamVatLy
A00,28.5,ESTJ,SuPhamToanHoc
A00,24.75,ISTP,CongNgheThongTin_TruyenThong
A00,28.25,INTP,SuPhamVatLy
C01,24.5,ENFP,XaHoiNhanVan
A00,27.75,ESTJ,SuPhamToanHoc
A00,27.75,INTP,SuPhamToanHoc
A00,28.75,INTJ,SuPhamHoaHoc
A00,27.5,ISTJ,SuPhamVatLy
B00,26.0,INFJ,SuPhamSinhHoc
B03,25.75,ENFJ,SuPhamSinhHoc
B00,29.0,INTP,SuPhamHoaHoc
A00,26.25,ENFP,GiaoDucTieuHoc
X01,22.0,ESTJ,Luat_KinhTe
C01,18.6,ESTP,KyThuat_CongNghe
D01,24.5,ENFP,NgoaiNgu
C01,20.75,INTJ,KyThuat_CongNghe
A00,27.25,ESTJ,SuPhamHoaHoc
A00,26.0,INTP,SuPhamTinHoc
D01,24.5,ENFJ,XaHoiNhanVan
A01,26.0,ISTJ,SuPhamKhoaHocTuNhien
A00,28.0,INTP,SuPhamVatLy
C01,19.75,ISTJ,KyThuat_CongNghe
A00,28.5,ENFP,GiaoDucTieuHoc
A00,26.0,ESTJ,SuPhamKhoaHocTuNhien
A01,26.0,ISTJ,SuPhamKhoaHocTuNhien
D01,24.25,ESTP,CongNgheThongTin_TruyenThong
A00,25.75,INTP,SuPhamTinHoc
B00,27.75,ESTJ,SuPhamHoaHoc
A00,23.25,ENTJ,KyThuat_CongNghe
D01,19.0,INTP,KhoaHocTuNhien
A01,28.25,ISTJ,SuPhamToanHoc
C01,20.75,ESTJ,Luat_KinhTe
C02,24.0,ISTP,KhoaHocTuNhien
B00,18.25,ESFJ,NongNghiep_MoiTruong_ThuySan
B03,20.0,INTJ,KhoaHocTuNhien
D01,21.6,ISTP,CongNgheThongTin_TruyenThong
C02,18.7,INTJ,KhoaHocTuNhien
A01,28.0,ENTJ,SuPhamToanHoc
D01,20.75,ESTP,CongNgheThongTin_TruyenThong
D01,20.25,ESFJ,XaHoiNhanVan
A00,20.45,ESTP,CongNgheThongTin_TruyenThong
D01,24.5,INTJ,SuPhamTinHoc
D01,22.75,ISTP,KhoaHocTuNhien
D14,24.5,ISFJ,XaHoiNhanVan
D01,26.5,ESFJ,GiaoDucTieuHoc
A00,27.25,ESTJ,SuPhamHoaHoc
A00,27.5,INTP,SuPhamKhoaHocTuNhien
D01,23.75,ENFJ,SuPhamTiengPhap
C02,22.5,ISTJ,KhoaHocTuNhien
D01,23.25,INFJ,XaHoiNhanVan
A00,27.0,INTJ,SuPhamKhoaHocTuNhien
A00,27.75,ESTJ,SuPhamVatLy
D01,22.25,INTJ,CongNgheThongTin_TruyenThong
A00,28.75,ISTJ,SuPhamHoaHoc
C01,23.0,ENTJ,KyThuat_CongNghe
D14,27.0,ENTP,SuPhamTiengAnh
A00,18.25,INTP,CongNgheThongTin_TruyenThong
C01,15.7,ESTP,KyThuat_CongNghe
C01,26.5,ESFP,GiaoDucTieuHoc
A01,17.85,ENTJ,KyThuat_CongNghe
A00,25.75,INTP,KyThuat_CongNghe
A00,27.0,INTP,SuPhamKhoaHocTuNhien
D01,25.0,ESFJ,NgoaiNgu
A01,20.75,INTJ,KhoaHocTuNhien
A00,28.0,INTJ,SuPhamHoaHoc
D15,27.25,ENFP,SuPhamTiengAnh
A01,28.5,ESTJ,SuPhamToanHoc
D14,25.0,ESFP,NgoaiNgu
A00,30.0,ESFJ,GiaoDucTieuHoc
D01,24.75,ENFJ,SuPhamTiengPhap
A00,27.5,INTJ,SuPhamHoaHoc
D01,17.35,INFJ,NongNghiep_MoiTruong_ThuySan
C01,23.5,INTJ,Luat_KinhTe
C01,21.5,ENFP,XaHoiNhanVan
D01,24.75,ENFJ,SuPhamTiengPhap
D01,24.5,ENFJ,SuPhamTiengPhap
A00,26.35,ESTJ,SuPhamKhoaHocTuNhien
B03,26.25,ENFJ,SuPhamSinhHoc
A00,28.0,INTJ,SuPhamToanHoc
B00,18.25,ISFJ,NongNghiep_MoiTruong_ThuySan
A00,27.75,INTJ,SuPhamVatLy
A00,27.75,ENFP,GiaoDucTieuHoc
X25,17.35,INFJ,NongNghiep_MoiTruong_ThuySan
A00,29.0,INTJ,SuPhamHoaHoc
A01,21.75,INTP,KhoaHocTuNhien
D01,20.1,ENTJ,Luat_KinhTe
A00,26.5,ESTJ,SuPhamKhoaHocTuNhien
A00,28.0,ESTJ,SuPhamVatLy
A01,28.75,ESTJ,SuPhamToanHoc
A00,27.25,ISTJ,SuPhamHoaHoc
D15,27.0,INFJ,SuPhamTiengAnh
A01,27.75,ISTJ,SuPhamToanHoc
D07,28.25,INTJ,SuPhamHoaHoc
A01,25.0,ENTP,SuPhamTinHoc
D09,21.85,INFP,XaHoiNhanVan
A00,26.0,INTP,SuPhamKhoaHocTuNhien
A01,27.25,INTJ,SuPhamVatLy
X74,22.6,ISFJ,XaHoiNhanVan
C01,22.25,ESTP,KyThuat_CongNghe
D15,27.25,ENFP,SuPhamTiengAnh
B00,26.75,INTJ,SuPhamSinhHoc
A01,24.35,INTP,CongNgheThongTin_TruyenThong
A00,25.25,ISTP,SuPhamTinHoc
A00,28.0,ENTJ,SuPhamToanHoc
A00,27.75,ENTJ,SuPhamToanHoc
A01,27.75,ISTJ,SuPhamKhoaHocTuNhien
A01,28.0,ENTJ,SuPhamToanHoc
D01,27.0,ENFJ,SuPhamTiengAnh
A00,28.25,INTJ,SuPhamHoaHoc
A00,28.5,ISTJ,SuPhamToanHoc
D01,18.5,ESFJ,NongNghiep_MoiTruong_ThuySan
C02,19.0,INFJ,NongNghiep_MoiTruong_ThuySan
C02,21.85,INTJ,KhoaHocTuNhien
D01,23.5,INFJ,NgoaiNgu
C02,22.5,ISFJ,XaHoiNhanVan
D01,24.5,ENFP,SuPhamTiengPhap
D01,18.25,ISTJ,KhoaHocTuNhien
A00,28.25,ISTJ,SuPhamToanHoc
D09,23.25,ESFJ,XaHoiNhanVan
A00,26.75,ENFJ,GiaoDucTieuHoc
A00,18.95,ENTJ,Luat_KinhTe
A00,27.5,INTP,SuPhamVatLy
D01,26.5,ENFP,GiaoDucTieuHoc
D01,22.0,ENTJ,Luat_KinhTe
A00,28.0,ISTJ,SuPhamKhoaHocTuNhien
A00,28.0,INTP,SuPhamVatLy
D15,24.75,INFJ,NgoaiNgu
A00,28.25,INTP,SuPhamVatLy
D01,27.5,INFJ,SuPhamTiengAnh
B00,27.5,INTJ,SuPhamSinhHoc
A00,19.0,ISTP,KhoaHocTuNhien
D15,27.25,ENFP,SuPhamTiengAnh
D01,27.0,ENFP,SuPhamTiengAnh
D01,24.0,INFJ,NgoaiNgu
A00,21.75,INFP,XaHoiNhanVan
D01,24.1,ENTP,NgoaiNgu
D07,22.0,ISTP,KyThuat_CongNghe
D01,25.0,ESTJ,SuPhamTinHoc
A01,24.0,ESFJ,XaHoiNhanVan
D01,23.75,ENTP,NgoaiNgu
D01,26.25,ENFJ,GiaoDucTieuHoc
D01,22.75,ENFJ,SuPhamTiengPhap
D15,27.25,ENFP,SuPhamTiengAnh
C01,26.75,ISFJ,GiaoDucTieuHoc
A00,28.25,ENFJ,GiaoDucTieuHoc
C02,24.5,INTJ,KhoaHocTuNhien
C02,17.5,INTJ,KhoaHocTuNhien
A00,28.5,INTJ,SuPhamToanHoc
B00,28.0,INTP,SuPhamHoaHoc
C02,16.45,ISFP,NongNghiep_MoiTruong_ThuySan
C01,18.25,ESTP,KyThuat_CongNghe
C01,22.75,INTJ,Luat_KinhTe
A01,28.25,ESTJ,SuPhamVatLy
B03,26.5,INFJ,SuPhamSinhHoc
C01,26.5,ESFP,GiaoDucTieuHoc
C01,22.0,ENTJ,Luat_KinhTe
A01,20.0,INTP,CongNgheThongTin_TruyenThong
B00,27.5,ISFJ,SuPhamSinhHoc
A01,27.25,INFJ,SuPhamKhoaHocTuNhien
A00,24.75,ESTJ,SuPhamTinHoc
B00,27.0,INFJ,SuPhamSinhHoc
C01,18.85,ESTJ,Luat_KinhTe
D01,25.25,INFJ,SuPhamTiengPhap
D01,27.0,ENFJ,GiaoDucTieuHoc
A00,29.0,INTP,SuPhamVatLy
C02,23.0,INTP,KhoaHocTuNhien
D07,27.25,INTJ,SuPhamHoaHoc
C01,17.5,ISTP,KyThuat_CongNghe
B00,27.75,INTJ,SuPhamHoaHoc
A00,24.0,ENTJ,KyThuat_CongNghe
D07,24.5,INTJ,SuPhamTinHoc
A00,28.0,INTJ,SuPhamVatLy
C01,27.25,ENFP,GiaoDucTieuHoc
D01,22.85,INTP,CongNgheThongTin_TruyenThong
B00,26.5,ISFJ,SuPhamSinhHoc
D01,21.0,ISTP,KhoaHocTuNhien
D14,23.75,ENFP,SuPhamTiengPhap
A00,25.0,ESTJ,SuPhamTinHoc
D14,27.5,INFJ,SuPhamTiengAnh
A00,26.75,ISFJ,GiaoDucTieuHoc
A01,28.0,INTP,SuPhamVatLy
C01,26.5,ENFJ,GiaoDucTieuHoc
D01,22.25,ESTJ,Luat_KinhTe
D01,23.5,ISFJ,XaHoiNhanVan
D07,24.0,INFJ,XaHoiNhanVan
A00,27.25,ISTJ,SuPhamHoaHoc
A01,27.5,ISTJ,SuPhamVatLy
B03,25.75,INTJ,SuPhamSinhHoc
D01,24.5,ENTP,CongNgheThongTin_TruyenThong
D01,24.5,ENFJ,SuPhamTiengPhap
B00,27.5,INFJ,SuPhamSinhHoc
C02,25.0,ENTP,KhoaHocTuNhien
D01,25.25,ENFJ,NgoaiNgu
D01,21.85,ISTP,CongNgheThongTin_TruyenThong
D01,24.75,ENFP,NgoaiNgu
A00,26.75,ENFP,GiaoDucTieuHoc
B00,28.25,ISTJ,SuPhamKhoaHocTuNhien
D01,25.25,ENTP,SuPhamTinHoc
D01,21.0,ESTP,CongNgheThongTin_TruyenThong
A01,28.25,INTJ,SuPhamToanHoc
D01,17.75,ISFP,NongNghiep_MoiTruong_ThuySan
D01,23.5,ENFJ,NgoaiNgu
D01,24.5,INTP,KhoaHocTuNhien
A01,28.0,ISTJ,SuPhamVatLy
A00,28.5,ESTJ,SuPhamVatLy
D14,23.5,ESFJ,XaHoiNhanVan
A00,28.0,INTP,SuPhamToanHoc
A00,26.75,ISTP,SuPhamTinHoc
B00,26.0,ISFJ,SuPhamSinhHoc
A00,20.75,INTJ,KhoaHocTuNhien
A00,28.0,INTP,SuPhamToanHoc
A00,27.25,ESFJ,GiaoDucTieuHoc
B00,25.75,ISFJ,SuPhamSinhHoc
B03,25.75,INTJ,SuPhamSinhHoc
D01,24.0,ENFP,NgoaiNgu
A00,23.6,INTJ,CongNgheThongTin_TruyenThong
B00,27.0,ENFJ,SuPhamSinhHoc
C02,21.75,ESTJ,NongNghiep_MoiTruong_ThuySan
D01,23.25,ESTJ,NongNghiep_MoiTruong_ThuySan
D01,24.5,INTP,SuPhamTinHoc
C02,17.75,ISFP,NongNghiep_MoiTruong_ThuySan
B00,17.5,ESTP,KyThuat_CongNghe
C01,18.75,ENTJ,KyThuat_CongNghe
A00,29.5,INTP,SuPhamVatLy
D01,24.0,ENTP,KhoaHocTuNhien
D01,22.75,INFJ,SuPhamTiengPhap
D01,24.25,INFJ,SuPhamTiengPhap
A01,20.5,ENFJ,XaHoiNhanVan
A00,27.0,INTP,SuPhamKhoaHocTuNhien
A00,28.5,ESTJ,SuPhamToanHoc
X25,19.1,ISFJ,NongNghiep_MoiTruong_ThuySan
D01,24.5,ESFJ,NgoaiNgu
C02,23.5,ISFJ,XaHoiNhanVan
C02,23.25,ESTJ,NongNghiep_MoiTruong_ThuySan
D01,23.25,ESFJ,SuPhamTiengPhap
A00,28.25,ENTJ,SuPhamToanHoc
A00,26.25,ESFP,GiaoDucTieuHoc
D15,28.0,ENFJ,SuPhamTiengAnh
A01,25.25,ENTP,SuPhamTinHoc
A01,26.5,ISTJ,SuPhamKhoaHocTuNhien
C01,19.5,INTJ,Luat_KinhTe
D01,17.75,INFJ,NongNghiep_MoiTruong_ThuySan
