MaToHop,DiemToHop,NhomTinhCach,NhomNganh
A00,17.5,C,KyThuat_CongNghe
A00,23.0,R,NongNghiep_MoiTruong_ThuySan
D01,25.25,A,NgoaiNgu
C02,23.75,S,XaHoiNhanVan
D01,24.75,C,Luat_KinhTe
D01,18.0,C,CongNgheThongTin_TruyenThong
A00,28.25,I,SuPhamHoaHoc
A00,26.25,I,SuPhamKhoaHocTuNhien
D01,23.5,A,NgoaiNgu
D01,15.25,I,NongNghiep_MoiTruong_ThuySan
C00,28.25,S,GiaoDucCongDan
A00,29.25,I,SuPhamToanHoc
A00,29.0,S,GiaoDucTieuHoc
C00,28.25,S,GiaoDucCongDan
A01,26.75,I,SuPhamKhoaHocTuNhien
C00,27.25,C,Luat_KinhTe
B03,26.25,I,SuPhamSinhHoc
A00,28.5,I,SuPhamHoaHoc
D01,25.5,I,SuPhamTinHoc
X26,21.25,I,KhoaHocTuNhien
D01,23.85,A,SuPhamTiengPhap
X01,19.35,E,Luat_KinhTe
D01,19.0,I,KhoaHocTuNhien
A00,23.85,I,KhoaHocTuNhien
A01,26.0,I,SuPhamKhoaHocTuNhien
A01,28.0,I,SuPhamVatLy
D01,19.25,I,KhoaHocTuNhien
A00,27.25,I,SuPhamHoaHoc
D01,25.0,I,SuPhamTinHoc
A01,27.25,I,SuPhamVatLy
D01,24.25,R,CongNgheThongTin_TruyenThong
D01,19.75,R,CongNgheThongTin_TruyenThong
D01,19.0,I,CongNgheThongTin_TruyenThong
A01,22.5,I,KhoaHocTuNhien
C02,17.5,I,NongNghiep_MoiTruong_ThuySan
D01,24.25,A,NgoaiNgu
C02,21.75,C,Luat_KinhTe
D01,25.0,I,SuPhamTinHoc
D01,25.75,I,SuPhamTinHoc
C01,27.5,S,GiaoDucTieuHoc
D07,20.6,R,CongNgheThongTin_TruyenThong
C01,26.75,S,GiaoDucTieuHoc
D01,19.75,I,KhoaHocTuNhien
A00,27.0,S,GiaoDucTieuHoc
A00,27.25,I,SuPhamHoaHoc
B00,26.75,I,SuPhamKhoaHocTuNhien
A00,27.75,I,SuPhamHoaHoc
A00,29.25,I,SuPhamHoaHoc
D09,23.25,A,NgoaiNgu
A00,26.25,I,SuPhamKhoaHocTuNhien
C02,18.0,A,XaHoiNhanVan
D01,21.75,I,NongNghiep_MoiTruong_ThuySan
D07,20.25,C,Luat_KinhTe
C00,23.0,C,Luat_KinhTe
D01,26.25,I,NongNghiep_MoiTruong_ThuySan
C01,17.75,C,KyThuat_CongNghe
A01,23.25,I,KyThuat_CongNghe
D15,27.25,A,SuPhamTiengAnh
A00,16.2,R,KyThuat_CongNghe
A00,24.75,I,SuPhamTinHoc
C02,25.6,E,Luat_KinhTe
D01,20.75,R,NongNghiep_MoiTruong_ThuySan
C02,21.75,A,XaHoiNhanVan
C00,28.75,A,SuPhamDiaLy
C02,18.5,A,XaHoiNhanVan
X01,22.5,A,XaHoiNhanVan
D01,26.25,S,GiaoDucTieuHoc
C02,22.75,I,KhoaHocTuNhien
A00,28.25,I,SuPhamHoaHoc
A01,27.25,I,SuPhamVatLy
D01,18.5,I,KhoaHocTuNhien
D01,22.75,C,CongNgheThongTin_TruyenThong
D01,21.5,R,NongNghiep_MoiTruong_ThuySan
A00,25.25,I,SuPhamTinHoc
A00,28.5,I,SuPhamVatLy
A00,26.25,S,GiaoDucTieuHoc
A00,20.0,C,CongNgheThongTin_TruyenThong
D01,19.25,I,CongNgheThongTin_TruyenThong
D01,22.75,A,SuPhamTiengPhap
A00,28.5,I,SuPhamHoaHoc
C01,23.5,I,KyThuat_CongNghe
B00,26.0,I,SuPhamSinhHoc
B00,27.0,I,SuPhamKhoaHocTuNhien
A00,25.75,I,SuPhamTinHoc
A00,28.25,I,SuPhamHoaHoc
B00,20.5,I,KhoaHocTuNhien
C00,24.25,C,Luat_KinhTe
D01,22.0,R,NongNghiep_MoiTruong_ThuySan
A00,27.25,I,SuPhamHoaHoc
C02,15.6,I,NongNghiep_MoiTruong_ThuySan
A00,27.5,I,SuPhamHoaHoc
A00,26.25,I,SuPhamKhoaHocTuNhien
A01,27.5,I,SuPhamVatLy
D14,24.35,S,SuPhamTiengPhap
D01,17.75,C,CongNgheThongTin_TruyenThong
A00,26.25,I,SuPhamKhoaHocTuNhien
B00,26.5,I,SuPhamSinhHoc
B03,26.5,I,SuPhamSinhHoc
D01,18.75,I,CongNgheThongTin_TruyenThong
C01,20.25,S,XaHoiNhanVan
C01,24.0,I,KyThuat_CongNghe
A01,27.5,I,SuPhamVatLy
D01,20.5,I,KhoaHocTuNhien
A02,20.5,R,NongNghiep_MoiTruong_ThuySan
C01,17.1,C,KyThuat_CongNghe
D01,19.75,S,XaHoiNhanVan
D14,23.5,A,NgoaiNgu
B00,27.75,I,SuPhamHoaHoc
D01,17.35,I,KhoaHocTuNhien
C01,21.0,I,KyThuat_CongNghe
D01,26.75,A,NgoaiNgu
D01,25.5,I,SuPhamTinHoc
D07,21.75,I,KhoaHocTuNhien
D01,23.5,A,NgoaiNgu
A00,22.0,C,Luat_KinhTe
A00,28.0,I,SuPhamToanHoc
A00,26.0,I,SuPhamTinHoc
A00,27.35,I,SuPhamVatLy
D01,20.75,I,CongNgheThongTin_TruyenThong
D01,23.75,S,SuPhamTiengPhap
D01,24.75,A,NgoaiNgu
A00,21.35,E,Luat_KinhTe
B00,26.75,I,SuPhamSinhHoc
D01,20.0,C,CongNgheThongTin_TruyenThong
B00,17.35,I,KhoaHocTuNhien
D01,23.5,A,SuPhamTiengPhap
A00,27.25,I,SuPhamTinHoc
D01,23.5,S,SuPhamTiengPhap
B00,18.2,I,KhoaHocTuNhien
A01,26.25,I,SuPhamKhoaHocTuNhien
B03,26.5,I,SuPhamSinhHoc
A01,19.6,I,KhoaHocTuNhien
D07,18.75,C,Luat_KinhTe
D01,20.5,C,Luat_KinhTe
A00,27.5,I,SuPhamVatLy
A00,28.25,I,SuPhamVatLy
A00,27.75,I,SuPhamToanHoc
C01,26.25,S,GiaoDucTieuHoc
D14,25.5,A,SuPhamTiengPhap
B03,18.6,I,KhoaHocTuNhien
A00,25.25,C,Luat_KinhTe
B00,29.0,I,SuPhamSinhHoc
A00,26.25,S,GiaoDucTieuHoc
A00,27.75,I,SuPhamToanHoc
D01,21.0,R,NongNghiep_MoiTruong_ThuySan
A00,28.0,I,SuPhamVatLy
B00,26.5,I,SuPhamSinhHoc
A01,28.5,I,SuPhamToanHoc
D01,26.75,S,GiaoDucTieuHoc
B00,26.5,I,SuPhamSinhHoc
A01,16.6,R,NongNghiep_MoiTruong_ThuySan
A00,27.0,S,GiaoDucTieuHoc
D01,24.0,S,XaHoiNhanVan
C02,18.0,I,KhoaHocTuNhien
D01,22.75,C,CongNgheThongTin_TruyenThong
A00,28.25,I,SuPhamHoaHoc
D01,20.5,R,NongNghiep_MoiTruong_ThuySan
A01,21.5,E,Luat_KinhTe
D14,27.0,A,SuPhamTiengAnh
D01,23.0,I,CongNgheThongTin_TruyenThong
A00,28.25,I,SuPhamKhoaHocTuNhien
C02,21.35,E,Luat_KinhTe
D01,25.25,A,NgoaiNgu
D01,24.25,A,SuPhamTiengPhap
C02,21.5,I,KhoaHocTuNhien
C00,23.0,A,XaHoiNhanVan
A00,21.75,C,KyThuat_CongNghe
C01,21.85,E,Luat_KinhTe
B08,17.75,I,NongNghiep_MoiTruong_ThuySan
A00,27.0,I,NongNghiep_MoiTruong_ThuySan
D09,22.5,A,XaHoiNhanVan
D01,23.0,A,SuPhamTiengPhap
A01,26.0,I,SuPhamKhoaHocTuNhien
X70,22.1,A,XaHoiNhanVan
C02,22.75,I,NongNghiep_MoiTruong_ThuySan
C01,20.5,I,KyThuat_CongNghe
C02,17.75,R,NongNghiep_MoiTruong_ThuySan
C02,22.35,I,KhoaHocTuNhien
A00,28.0,I,SuPhamHoaHoc
C00,24.35,E,Luat_KinhTe
A00,19.45,R,CongNgheThongTin_TruyenThong
A01,28.0,I,SuPhamKhoaHocTuNhien
D01,22.5,R,NongNghiep_MoiTruong_ThuySan
A00,21.5,R,NongNghiep_MoiTruong_ThuySan
C01,25.0,E,Luat_KinhTe
D01,23.25,S,SuPhamTiengPhap
A00,26.75,I,SuPhamTinHoc
B03,17.95,I,KhoaHocTuNhien
A00,27.75,I,SuPhamVatLy
A00,22.0,I,KyThuat_CongNghe
C00,28.25,A,SuPhamNguVan
D09,19.1,A,XaHoiNhanVan
A00,24.75,I,SuPhamTinHoc
C00,28.75,S,GiaoDucCongDan
C00,28.25,S,GiaoDucCongDan
A01,26.0,I,SuPhamKhoaHocTuNhien
D14,24.75,A,NgoaiNgu
D01,25.0,I,SuPhamTinHoc
A00,28.5,I,SuPhamVatLy
A00,26.5,I,SuPhamKhoaHocTuNhien
A00,26.25,I,SuPhamKhoaHocTuNhien
C00,28.25,A,SuPhamNguVan
A00,28.25,I,SuPhamToanHoc
B00,27.0,I,SuPhamSinhHoc
A00,23.75,E,Luat_KinhTe
D15,28.5,S,SuPhamNguVan
C00,18.6,A,XaHoiNhanVan
C02,23.0,A,XaHoiNhanVan
C01,26.5,S,GiaoDucTieuHoc
C01,19.5,C,Luat_KinhTe
A00,28.75,I,SuPhamHoaHoc
D14,24.5,A,NgoaiNgu
C00,29.0,A,SuPhamLichSu
C01,26.5,S,GiaoDucTieuHoc
D01,25.75,S,SuPhamTiengPhap
C02,21.5,S,XaHoiNhanVan
A00,27.5,I,SuPhamHoaHoc
D14,22.75,S,SuPhamTiengPhap
A00,27.75,I,SuPhamVatLy
C02,19.6,S,XaHoiNhanVan
A00,28.5,I,SuPhamKhoaHocTuNhien
D01,18.1,R,CongNgheThongTin_TruyenThong
D01,21.75,I,CongNgheThongTin_TruyenThong
A00,27.5,I,SuPhamHoaHoc
C01,26.25,S,GiaoDucTieuHoc
A01,28.25,I,SuPhamToanHoc
A00,27.25,S,GiaoDucTieuHoc
C00,20.35,C,Luat_KinhTe
D01,21.0,R,NongNghiep_MoiTruong_ThuySan
A01,21.25,R,KyThuat_CongNghe
D01,16.95,I,NongNghiep_MoiTruong_ThuySan
D09,23.75,A,NgoaiNgu
A01,25.0,I,SuPhamTinHoc
A00,25.75,I,SuPhamTinHoc
C01,26.5,S,GiaoDucTieuHoc
A00,27.75,I,SuPhamKhoaHocTuNhien
A00,28.25,S,GiaoDucTieuHoc
C01,22.75,C,KyThuat_CongNghe
A00,27.25,I,SuPhamHoaHoc
A00,27.75,I,SuPhamToanHoc
D01,18.5,E,Luat_KinhTe
A01,19.25,S,XaHoiNhanVan
D14,23.0,A,NgoaiNgu
A00,28.25,I,SuPhamHoaHoc
A00,27.0,I,SuPhamKhoaHocTuNhien
C01,18.25,S,XaHoiNhanVan
C01,20.0,R,KyThuat_CongNghe
D15,24.25,A,NgoaiNgu
C02,20.0,I,NongNghiep_MoiTruong_ThuySan
C02,22.25,C,Luat_KinhTe
X01,19.6,A,XaHoiNhanVan
C02,24.67,I,KhoaHocTuNhien
C01,26.5,S,GiaoDucTieuHoc
D01,23.5,S,SuPhamTiengPhap
D01,22.0,C,CongNgheThongTin_TruyenThong
D09,23.5,A,NgoaiNgu
D14,22.75,A,SuPhamTiengPhap
C01,22.0,S,XaHoiNhanVan
C00,27.75,S,GiaoDucCongDan
A00,19.5,A,XaHoiNhanVan
A00,27.25,I,SuPhamVatLy
A00,27.0,S,GiaoDucTieuHoc
C02,24.25,I,KhoaHocTuNhien
D01,24.5,A,XaHoiNhanVan
A00,21.75,C,CongNgheThongTin_TruyenThong
D01,25.25,S,SuPhamTiengPhap
C01,24.0,R,KyThuat_CongNghe
C00,26.75,S,XaHoiNhanVan
A00,27.25,I,SuPhamKhoaHocTuNhien
A01,27.75,I,SuPhamVatLy
A00,27.25,I,SuPhamHoaHoc
A00,17.75,I,KyThuat_CongNghe
A00,27.25,I,SuPhamTinHoc
A00,28.5,I,SuPhamHoaHoc
C00,28.25,A,SuPhamNguVan
A00,22.5,R,NongNghiep_MoiTruong_ThuySan
A00,27.75,I,SuPhamHoaHoc
D01,20.25,A,XaHoiNhanVan
A00,27.25,I,SuPhamKhoaHocTuNhien
D01,23.75,A,NgoaiNgu
C01,24.35,C,Luat_KinhTe
A00,27.25,S,GiaoDucTieuHoc
D01,19.0,A,XaHoiNhanVan
A00,28.75,I,SuPhamVatLy
C01,22.5,I,KyThuat_CongNghe
D01,21.25,S,XaHoiNhanVan
C02,21.75,S,XaHoiNhanVan
D01,17.25,I,KhoaHocTuNhien
C00,28.25,C,Luat_KinhTe
B00,28.75,I,SuPhamHoaHoc
C02,18.85,S,XaHoiNhanVan
D01,23.75,A,NgoaiNgu
A00,19.75,I,KhoaHocTuNhien
B00,27.0,I,SuPhamKhoaHocTuNhien
A00,27.5,I,SuPhamHoaHoc
A00,27.25,I,SuPhamKhoaHocTuNhien
A01,19.5,I,KhoaHocTuNhien
A01,17.5,I,KyThuat_CongNghe
A01,24.75,I,SuPhamTinHoc
C02,21.5,R,NongNghiep_MoiTruong_ThuySan
D09,26.0,A,NgoaiNgu
A00,27.25,I,SuPhamKhoaHocTuNhien
D01,21.0,C,Luat_KinhTe
D01,18.5,I,CongNgheThongTin_TruyenThong
B00,29.0,I,SuPhamHoaHoc
C02,21.0,C,Luat_KinhTe
D14,23.5,A,SuPhamTiengPhap
A00,27.5,I,SuPhamHoaHoc
A00,27.25,I,SuPhamVatLy
A01,19.95,R,CongNgheThongTin_TruyenThong
C01,21.5,C,Luat_KinhTe
D01,19.75,R,NongNghiep_MoiTruong_ThuySan
A00,25.75,I,SuPhamTinHoc
C00,28.5,A,SuPhamNguVan
A00,26.75,S,GiaoDucTieuHoc
B00,29.0,I,SuPhamHoaHoc
D01,27.25,S,SuPhamTiengPhap
D14,23.5,S,SuPhamTiengPhap
A00,24.5,R,KyThuat_CongNghe
X06,21.85,I,CongNgheThongTin_TruyenThong
D01,25.0,A,NgoaiNgu
D01,24.0,A,NgoaiNgu
D14,24.5,A,SuPhamTiengPhap
A00,27.75,I,SuPhamHoaHoc
D01,23.0,A,NgoaiNgu
A00,28.75,S,GiaoDucTieuHoc
D14,24.0,A,SuPhamTiengPhap
D01,23.25,A,NgoaiNgu
X70,21.75,A,XaHoiNhanVan
A00,28.0,I,SuPhamHoaHoc
C01,25.5,I,KyThuat_CongNghe
D14,23.0,A,SuPhamTiengPhap
D01,20.0,C,Luat_KinhTe
B00,27.75,I,SuPhamHoaHoc
B00,27.0,I,SuPhamSinhHoc
C02,18.6,I,KhoaHocTuNhien
D14,23.85,A,NgoaiNgu
C00,23.1,A,XaHoiNhanVan
D01,24.0,A,NgoaiNgu
C02,22.25,A,XaHoiNhanVan
C00,27.75,S,GiaoDucCongDan
A00,27.75,I,SuPhamToanHoc
D01,19.0,I,NongNghiep_MoiTruong_ThuySan
A01,24.75,I,SuPhamTinHoc
A00,18.1,I,KyThuat_CongNghe
D01,15.75,I,NongNghiep_MoiTruong_ThuySan
D01,23.75,R,NongNghiep_MoiTruong_ThuySan
A00,26.25,I,SuPhamKhoaHocTuNhien
C02,21.75,S,XaHoiNhanVan
A00,17.0,I,KyThuat_CongNghe
D01,22.75,E,Luat_KinhTe
C00,28.25,A,SuPhamNguVan
A00,18.35,R,NongNghiep_MoiTruong_ThuySan
C02,22.5,I,NongNghiep_MoiTruong_ThuySan
C01,15.0,R,KyThuat_CongNghe
C01,21.75,R,KyThuat_CongNghe
D01,27.0,S,SuPhamTiengAnh
A00,29.25,C,CongNgheThongTin_TruyenThong
C01,27.5,S,GiaoDucTieuHoc
A00,27.0,S,GiaoDucTieuHoc
B00,27.5,I,SuPhamHoaHoc
A00,27.5,S,GiaoDucTieuHoc
A00,28.25,I,SuPhamToanHoc
A00,28.5,I,SuPhamVatLy
X01,19.85,C,Luat_KinhTe
A00,28.75,I,SuPhamHoaHoc
A00,27.5,I,SuPhamVatLy
A00,28.0,I,SuPhamHoaHoc
D14,24.25,A,NgoaiNgu
C01,16.85,C,KyThuat_CongNghe
C00,24.0,A,XaHoiNhanVan
C00,27.75,S,GiaoDucCongDan
D01,26.25,I,SuPhamTinHoc
A01,26.75,I,SuPhamTinHoc
D01,24.0,S,SuPhamTiengPhap
D01,24.5,A,NgoaiNgu
A00,28.25,I,SuPhamVatLy
D01,23.75,A,SuPhamTiengPhap
A00,21.0,I,CongNgheThongTin_TruyenThong
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,28.0,I,SuPhamToanHoc
D01,23.25,A,SuPhamTiengPhap
C01,22.25,R,KyThuat_CongNghe
C02,21.83,R,NongNghiep_MoiTruong_ThuySan
A00,27.75,I,SuPhamHoaHoc
D01,20.0,S,XaHoiNhanVan
C00,24.0,C,Luat_KinhTe
C02,20.75,E,Luat_KinhTe
C00,24.75,C,Luat_KinhTe
A00,27.25,I,SuPhamVatLy
D01,23.0,S,SuPhamTiengPhap
A01,21.5,I,KhoaHocTuNhien
D01,23.25,A,SuPhamTiengPhap
D15,27.75,S,GiaoDucCongDan
B00,27.0,I,SuPhamSinhHoc
A00,28.75,I,SuPhamVatLy
A01,23.0,R,KyThuat_CongNghe
D01,25.0,S,SuPhamTiengPhap
D01,25.0,A,NgoaiNgu
B00,23.25,C,KyThuat_CongNghe
D01,20.75,I,KhoaHocTuNhien
D01,23.5,A,NgoaiNgu
D01,23.5,I,CongNgheThongTin_TruyenThong
B00,25.75,I,SuPhamSinhHoc
C01,27.0,S,GiaoDucTieuHoc
D01,23.0,S,XaHoiNhanVan
C01,21.5,A,XaHoiNhanVan
C01,19.5,R,KyThuat_CongNghe
C01,18.35,R,KyThuat_CongNghe
C02,18.75,A,XaHoiNhanVan
C00,28.25,A,SuPhamNguVan
C01,21.1,I,KyThuat_CongNghe
A00,28.0,I,SuPhamToanHoc
X25,20.0,I,NongNghiep_MoiTruong_ThuySan
D01,23.5,A,NgoaiNgu
C02,23.35,I,KhoaHocTuNhien
C01,18.0,C,KyThuat_CongNghe
C01,26.25,S,GiaoDucTieuHoc
A01,21.75,I,KhoaHocTuNhien
C02,19.0,E,Luat_KinhTe
D14,21.0,S,XaHoiNhanVan
C00,28.5,S,SuPhamLichSuDiaLy
C01,19.6,I,KyThuat_CongNghe
X01,20.0,C,Luat_KinhTe
B03,26.25,I,SuPhamSinhHoc
D09,23.0,A,NgoaiNgu
C02,18.0,S,XaHoiNhanVan
B00,27.25,I,SuPhamKhoaHocTuNhien
D14,23.5,A,NgoaiNgu
D15,23.75,A,NgoaiNgu
A00,29.25,I,SuPhamHoaHoc
D01,24.25,A,NgoaiNgu
B00,18.35,R,KyThuat_CongNghe
C02,22.25,S,XaHoiNhanVan
A00,21.1,I,NongNghiep_MoiTruong_ThuySan
D14,23.75,A,SuPhamTiengPhap
A00,27.25,I,SuPhamHoaHoc
C00,18.85,C,Luat_KinhTe
A01,21.25,E,Luat_KinhTe
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,28.0,I,SuPhamVatLy
D01,19.0,R,NongNghiep_MoiTruong_ThuySan
D01,24.25,S,SuPhamTiengPhap
D01,23.0,A,NgoaiNgu
C01,19.1,I,KyThuat_CongNghe
C02,21.35,I,KhoaHocTuNhien
A00,27.5,I,SuPhamHoaHoc
D01,24.0,A,SuPhamTiengPhap
D01,24.25,A,SuPhamTiengPhap
A00,19.25,I,CongNgheThongTin_TruyenThong
A00,27.0,I,SuPhamKhoaHocTuNhien
D01,24.0,S,SuPhamTiengPhap
A00,27.25,I,SuPhamHoaHoc
A01,25.25,I,SuPhamTinHoc
A00,29.5,I,SuPhamHoaHoc
A00,27.75,I,SuPhamKhoaHocTuNhien
D01,22.5,I,KhoaHocTuNhien
C01,19.5,I,KyThuat_CongNghe
A01,17.0,R,NongNghiep_MoiTruong_ThuySan
A00,28.0,I,SuPhamVatLy
A01,20.5,I,CongNgheThongTin_TruyenThong
D01,20.75,I,KhoaHocTuNhien
A00,27.75,I,SuPhamHoaHoc
A01,20.5,C,Luat_KinhTe
A01,18.5,E,Luat_KinhTe
A00,27.75,I,SuPhamHoaHoc
D14,23.5,A,NgoaiNgu
A00,27.25,I,SuPhamHoaHoc
A00,28.0,I,SuPhamToanHoc
A00,19.75,I,KhoaHocTuNhien
D01,25.25,I,KhoaHocTuNhien
A00,23.0,R,KyThuat_CongNghe
C02,16.6,R,NongNghiep_MoiTruong_ThuySan
D01,24.25,S,SuPhamTiengPhap
D01,20.75,I,KhoaHocTuNhien
D01,18.75,C,CongNgheThongTin_TruyenThong
A00,27.5,I,SuPhamHoaHoc
B00,28.25,I,SuPhamKhoaHocTuNhien
A00,27.25,I,SuPhamHoaHoc
D01,22.0,E,Luat_KinhTe
D01,19.5,C,CongNgheThongTin_TruyenThong
D01,23.0,S,SuPhamTiengPhap
C02,19.5,R,NongNghiep_MoiTruong_ThuySan
C01,21.75,E,Luat_KinhTe
C01,22.5,R,KyThuat_CongNghe
C01,18.0,R,KyThuat_CongNghe
C02,23.0,I,KhoaHocTuNhien
D01,24.5,A,NgoaiNgu
A00,23.25,E,Luat_KinhTe
B00,26.0,I,SuPhamSinhHoc
B00,29.0,I,SuPhamSinhHoc
B00,26.25,I,SuPhamSinhHoc
C00,28.75,A,SuPhamNguVan
D01,21.75,C,CongNgheThongTin_TruyenThong
A00,27.25,I,SuPhamHoaHoc
A00,27.75,I,SuPhamHoaHoc
A00,27.75,I,SuPhamToanHoc
D01,23.25,A,NgoaiNgu
C01,27.0,S,GiaoDucTieuHoc
A00,24.75,I,SuPhamTinHoc
A00,29.25,I,SuPhamHoaHoc
B03,21.0,I,KhoaHocTuNhien
C02,22.1,R,NongNghiep_MoiTruong_ThuySan
A01,22.0,I,NongNghiep_MoiTruong_ThuySan
C00,28.5,S,GiaoDucCongDan
C01,26.25,S,GiaoDucTieuHoc
A01,26.75,I,SuPhamKhoaHocTuNhien
A00,28.5,I,SuPhamVatLy
D01,23.0,A,NgoaiNgu
A00,28.25,I,SuPhamKhoaHocTuNhien
A01,26.75,I,SuPhamKhoaHocTuNhien
D01,18.75,I,CongNgheThongTin_TruyenThong
C01,23.45,S,XaHoiNhanVan
B00,25.6,I,SuPhamSinhHoc
D01,18.75,A,XaHoiNhanVan
A01,19.75,I,KhoaHocTuNhien
A01,27.25,I,SuPhamTinHoc
A01,26.0,I,SuPhamTinHoc
C01,17.25,I,KyThuat_CongNghe
C01,19.0,A,XaHoiNhanVan
D01,23.5,S,SuPhamTiengPhap
D01,18.75,I,KhoaHocTuNhien
A00,26.75,S,GiaoDucTieuHoc
D01,25.25,I,SuPhamTinHoc
C00,27.75,S,GiaoDucCongDan
D01,17.75,I,KhoaHocTuNhien
A00,21.0,R,CongNgheThongTin_TruyenThong
C00,28.0,S,GiaoDucCongDan
D01,19.0,C,Luat_KinhTe
C01,21.75,I,KyThuat_CongNghe
A01,24.0,A,XaHoiNhanVan
D01,17.75,C,CongNgheThongTin_TruyenThong
A01,24.0,A,XaHoiNhanVan
D01,23.25,A,NgoaiNgu
C01,20.5,E,Luat_KinhTe
D01,18.35,R,CongNgheThongTin_TruyenThong
C00,28.0,S,GiaoDucCongDan
X01,20.0,C,Luat_KinhTe
B00,26.25,I,SuPhamSinhHoc
A00,27.25,I,SuPhamVatLy
A00,26.75,S,GiaoDucTieuHoc
D01,24.5,S,SuPhamTiengPhap
D14,27.75,A,SuPhamTiengAnh
D07,28.25,I,SuPhamToanHoc
A00,28.5,S,GiaoDucTieuHoc
X26,20.35,C,Luat_KinhTe
A00,29.0,I,SuPhamVatLy
C00,28.25,A,SuPhamNguVan
C01,26.5,S,GiaoDucTieuHoc
A00,27.75,I,SuPhamKhoaHocTuNhien
A01,25.25,I,SuPhamTinHoc
D14,27.1,S,SuPhamTiengAnh
B00,27.75,I,SuPhamSinhHoc
D01,19.75,C,Luat_KinhTe
A00,28.5,S,GiaoDucTieuHoc
C01,17.0,C,KyThuat_CongNghe
A01,28.75,I,SuPhamToanHoc
A01,25.0,R,NongNghiep_MoiTruong_ThuySan
A00,28.5,I,SuPhamToanHoc
C00,24.25,S,XaHoiNhanVan
A00,27.25,I,SuPhamKhoaHocTuNhien
B00,27.0,I,SuPhamSinhHoc
C02,19.6,I,KhoaHocTuNhien
A00,27.5,I,SuPhamHoaHoc
B00,27.75,I,SuPhamHoaHoc
C00,29.5,A,SuPhamDiaLy
C01,26.5,S,GiaoDucTieuHoc
D01,20.0,I,KhoaHocTuNhien
A01,24.75,I,SuPhamTinHoc
D01,24.25,A,NgoaiNgu
C02,23.75,E,Luat_KinhTe
B00,25.75,I,SuPhamSinhHoc
A00,22.0,C,CongNgheThongTin_TruyenThong
B00,26.0,I,SuPhamKhoaHocTuNhien
D01,26.75,S,GiaoDucTieuHoc
A00,27.0,S,GiaoDucTieuHoc
B03,26.5,I,SuPhamSinhHoc
C01,26.25,S,GiaoDucTieuHoc
A00,26.5,S,GiaoDucTieuHoc
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,27.75,I,SuPhamTinHoc
A00,28.25,I,SuPhamVatLy
C00,29.0,S,SuPhamDiaLy
A00,21.35,I,KhoaHocTuNhien
A01,26.75,I,SuPhamKhoaHocTuNhien
B00,29.25,I,SuPhamSinhHoc
D01,23.1,A,NgoaiNgu
A00,27.5,I,SuPhamVatLy
A01,20.0,I,CongNgheThongTin_TruyenThong
C01,23.75,I,KyThuat_CongNghe
C02,20.25,I,KhoaHocTuNhien
B00,28.75,I,SuPhamHoaHoc
A00,27.75,I,SuPhamVatLy
D01,24.5,A,NgoaiNgu
C00,29.25,S,SuPhamLichSu
A00,21.25,C,Luat_KinhTe
A00,28.75,I,SuPhamHoaHoc
D01,23.0,A,SuPhamTiengPhap
D15,20.25,A,XaHoiNhanVan
C01,26.25,S,GiaoDucTieuHoc
D14,27.75,S,GiaoDucCongDan
A00,25.0,R,KyThuat_CongNghe
A00,27.0,S,GiaoDucTieuHoc
A01,15.25,R,NongNghiep_MoiTruong_ThuySan
D01,23.0,S,SuPhamTiengPhap
D01,23.5,S,SuPhamTiengPhap
A01,27.25,I,SuPhamVatLy
X25,18.5,S,XaHoiNhanVan
D01,19.0,E,Luat_KinhTe
X01,24.25,C,Luat_KinhTe
D01,23.25,S,SuPhamTiengPhap
A01,25.75,I,NongNghiep_MoiTruong_ThuySan
A00,26.5,S,GiaoDucTieuHoc
D01,22.0,S,XaHoiNhanVan
A00,26.75,S,GiaoDucTieuHoc
D01,20.35,R,NongNghiep_MoiTruong_ThuySan
D07,17.35,R,KyThuat_CongNghe
C01,21.0,S,XaHoiNhanVan
D15,23.25,A,NgoaiNgu
A00,26.25,S,GiaoDucTieuHoc
C01,15.7,R,KyThuat_CongNghe
D14,23.75,A,NgoaiNgu
C00,27.75,S,GiaoDucCongDan
D07,27.75,I,SuPhamHoaHoc
C02,20.75,I,NongNghiep_MoiTruong_ThuySan
A01,24.0,I,KhoaHocTuNhien
D07,25.25,I,SuPhamTinHoc
C00,27.75,S,GiaoDucCongDan
B00,26.5,I,SuPhamSinhHoc
C00,27.75,E,Luat_KinhTe
A00,28.25,I,SuPhamVatLy
A00,25.75,I,SuPhamTinHoc
D07,19.25,I,KhoaHocTuNhien
A00,23.25,I,NongNghiep_MoiTruong_ThuySan
A00,26.25,S,GiaoDucTieuHoc
D09,24.5,A,NgoaiNgu
X26,23.75,C,KyThuat_CongNghe
D01,20.75,I,KhoaHocTuNhien
B00,27.5,I,SuPhamHoaHoc
C01,26.75,S,GiaoDucTieuHoc
A00,28.5,I,SuPhamHoaHoc
C01,22.35,A,XaHoiNhanVan
D14,22.95,A,SuPhamTiengPhap
D09,23.0,A,NgoaiNgu
A00,29.0,I,SuPhamToanHoc
D01,23.75,A,NgoaiNgu
A01,26.5,I,SuPhamTinHoc
A00,27.5,I,SuPhamKhoaHocTuNhien
D15,24.25,A,XaHoiNhanVan
