MaToHop,DiemToHop,NhomTinhCach,NhomNganh
A00,24.75,I,KhoaHocTuNhien
D01,18.75,S,XaHoiNhanVan
C02,19.1,E,Luat_KinhTe
A00,29.0,I,SuPhamToanHoc
A01,26.5,I,SuPhamKhoaHocTuNhien
D01,19.25,I,NongNghiep_MoiTruong_ThuySan
A01,26.25,I,SuPhamKhoaHocTuNhien
D01,18.5,I,KhoaHocTuNhien
X25,22.25,R,NongNghiep_MoiTruong_ThuySan
A00,28.0,I,SuPhamHoaHoc
A00,23.25,C,CongNgheThongTin_TruyenThong
C02,24.25,A,XaHoiNhanVan
A01,26.5,I,SuPhamKhoaHocTuNhien
A01,26.25,I,SuPhamKhoaHocTuNhien
B00,24.5,R,NongNghiep_MoiTruong_ThuySan
A00,27.0,I,SuPhamKhoaHocTuNhien
D01,20.75,I,KhoaHocTuNhien
D01,18.25,R,CongNgheThongTin_TruyenThong
D01,21.25,S,XaHoiNhanVan
X26,20.0,I,CongNgheThongTin_TruyenThong
A00,22.35,C,CongNgheThongTin_TruyenThong
A00,26.75,S,GiaoDucTieuHoc
C00,21.75,S,XaHoiNhanVan
A00,25.5,R,CongNgheThongTin_TruyenThong
A00,24.6,I,SuPhamTinHoc
C02,21.75,I,NongNghiep_MoiTruong_ThuySan
C02,20.5,S,XaHoiNhanVan
A00,27.25,I,SuPhamVatLy
A01,16.5,R,NongNghiep_MoiTruong_ThuySan
D01,22.75,S,SuPhamTiengPhap
A00,24.75,I,SuPhamTinHoc
A00,26.5,I,SuPhamKhoaHocTuNhien
C02,24.25,S,XaHoiNhanVan
D01,27.5,S,GiaoDucTieuHoc
D01,21.5,C,CongNgheThongTin_TruyenThong
D01,26.5,S,GiaoDucTieuHoc
D01,23.5,A,NgoaiNgu
D01,23.25,I,KhoaHocTuNhien
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,28.75,I,SuPhamToanHoc
A00,25.0,I,SuPhamTinHoc
D14,25.0,S,XaHoiNhanVan
D01,17.5,R,NongNghiep_MoiTruong_ThuySan
A01,25.0,I,SuPhamTinHoc
D01,23.5,C,Luat_KinhTe
D01,24.25,I,CongNgheThongTin_TruyenThong
B03,25.0,I,KhoaHocTuNhien
D01,23.0,A,SuPhamTiengPhap
B00,28.25,I,SuPhamHoaHoc
B00,28.0,I,SuPhamHoaHoc
A00,21.25,C,Luat_KinhTe
C01,26.75,S,XaHoiNhanVan
A00,25.85,A,XaHoiNhanVan
C02,19.25,C,Luat_KinhTe
B00,27.5,I,SuPhamSinhHoc
A00,28.25,I,SuPhamToanHoc
D14,23.25,A,NgoaiNgu
D01,18.0,R,CongNgheThongTin_TruyenThong
D01,20.5,C,CongNgheThongTin_TruyenThong
A00,23.75,A,XaHoiNhanVan
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,22.5,C,Luat_KinhTe
A00,28.0,I,SuPhamToanHoc
D15,23.5,A,NgoaiNgu
C02,22.85,R,NongNghiep_MoiTruong_ThuySan
A01,26.75,I,SuPhamKhoaHocTuNhien
D01,25.0,S,SuPhamTiengPhap
B00,28.25,I,SuPhamSinhHoc
C02,23.0,I,NongNghiep_MoiTruong_ThuySan
C00,23.5,A,XaHoiNhanVan
D14,27.0,A,NgoaiNgu
D01,25.25,A,NgoaiNgu
D01,23.75,I,KhoaHocTuNhien
D01,23.25,S,XaHoiNhanVan
X06,22.0,C,CongNgheThongTin_TruyenThong
C01,27.5,I,KyThuat_CongNghe
X01,18.5,A,XaHoiNhanVan
D01,22.25,C,CongNgheThongTin_TruyenThong
D01,24.75,I,SuPhamTinHoc
D01,24.0,A,NgoaiNgu
D01,23.5,A,NgoaiNgu
A01,24.5,I,SuPhamTinHoc
D01,21.0,I,KhoaHocTuNhien
A01,22.75,I,KhoaHocTuNhien
D01,22.75,S,SuPhamTiengPhap
D07,21.0,R,KyThuat_CongNghe
A01,26.5,I,SuPhamTinHoc
D01,26.5,A,SuPhamTiengPhap
A00,20.5,I,KhoaHocTuNhien
A00,28.0,S,GiaoDucTieuHoc
A00,27.5,I,SuPhamHoaHoc
B00,27.25,I,SuPhamSinhHoc
A00,24.75,I,SuPhamTinHoc
C02,21.01,I,KhoaHocTuNhien
C02,22.0,I,KhoaHocTuNhien
A00,21.75,I,CongNgheThongTin_TruyenThong
A01,27.5,I,SuPhamVatLy
A00,19.1,C,CongNgheThongTin_TruyenThong
C00,24.0,A,XaHoiNhanVan
A00,28.0,R,KyThuat_CongNghe
A01,26.5,I,SuPhamKhoaHocTuNhien
C00,17.85,A,XaHoiNhanVan
A00,26.75,S,GiaoDucTieuHoc
C01,18.75,A,XaHoiNhanVan
B00,17.0,R,KyThuat_CongNghe
C02,17.25,I,NongNghiep_MoiTruong_ThuySan
D01,24.25,I,KhoaHocTuNhien
D01,20.75,I,CongNgheThongTin_TruyenThong
C01,15.5,I,KyThuat_CongNghe
D01,23.0,I,KhoaHocTuNhien
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,24.75,I,SuPhamTinHoc
A00,17.0,R,NongNghiep_MoiTruong_ThuySan
D01,25.0,S,XaHoiNhanVan
D01,24.5,A,SuPhamTiengPhap
D01,24.0,A,NgoaiNgu
D01,23.75,A,NgoaiNgu
A00,24.25,C,KyThuat_CongNghe
A00,25.25,I,SuPhamTinHoc
C02,22.5,A,XaHoiNhanVan
A00,26.5,S,GiaoDucTieuHoc
D01,24.0,A,NgoaiNgu
A00,23.25,C,CongNgheThongTin_TruyenThong
A00,26.0,I,SuPhamTinHoc
D01,25.0,I,SuPhamTinHoc
D01,26.25,S,GiaoDucTieuHoc
C00,22.5,A,XaHoiNhanVan
D01,18.85,A,XaHoiNhanVan
A00,26.0,I,SuPhamKhoaHocTuNhien
D01,24.5,A,NgoaiNgu
D14,23.0,S,SuPhamTiengPhap
D14,27.25,A,SuPhamTiengAnh
D09,25.0,A,NgoaiNgu
D01,20.5,A,XaHoiNhanVan
A00,22.35,C,Luat_KinhTe
A00,22.25,C,Luat_KinhTe
D01,24.5,I,SuPhamTinHoc
D01,15.75,I,NongNghiep_MoiTruong_ThuySan
X26,23.0,I,KhoaHocTuNhien
D01,22.0,A,XaHoiNhanVan
D01,22.75,A,SuPhamTiengPhap
D01,23.25,A,SuPhamTiengPhap
C02,23.75,I,KhoaHocTuNhien
C02,18.75,I,KhoaHocTuNhien
A01,18.25,I,CongNgheThongTin_TruyenThong
A01,28.75,I,SuPhamVatLy
A00,29.75,I,SuPhamVatLy
A00,26.5,S,GiaoDucTieuHoc
D01,25.25,I,SuPhamTinHoc
D14,23.75,A,NgoaiNgu
A01,28.25,I,SuPhamToanHoc
D14,22.75,A,SuPhamTiengPhap
D01,23.5,I,CongNgheThongTin_TruyenThong
D01,19.75,C,CongNgheThongTin_TruyenThong
D01,23.25,I,KhoaHocTuNhien
D07,27.75,I,SuPhamHoaHoc
D01,21.5,I,KhoaHocTuNhien
D14,23.0,A,SuPhamTiengPhap
B03,26.75,I,SuPhamSinhHoc
D01,23.5,S,SuPhamTiengPhap
X06,17.6,I,KhoaHocTuNhien
D01,25.75,A,NgoaiNgu
D14,23.35,A,NgoaiNgu
X26,19.0,C,Luat_KinhTe
C02,22.0,I,KhoaHocTuNhien
D01,22.0,I,CongNgheThongTin_TruyenThong
D01,25.0,A,SuPhamTiengPhap
C01,24.0,A,XaHoiNhanVan
C02,21.5,I,KhoaHocTuNhien
A00,25.0,I,SuPhamTinHoc
D09,26.0,A,NgoaiNgu
D01,20.0,E,Luat_KinhTe
C02,22.1,I,KhoaHocTuNhien
D01,23.0,A,SuPhamTiengPhap
A00,29.25,I,SuPhamHoaHoc
C02,23.5,I,KhoaHocTuNhien
C01,23.75,I,KyThuat_CongNghe
A01,26.0,I,SuPhamKhoaHocTuNhien
C01,19.5,R,KyThuat_CongNghe
D01,26.25,S,GiaoDucTieuHoc
A00,27.5,I,SuPhamVatLy
C01,20.25,R,KyThuat_CongNghe
C02,15.75,I,NongNghiep_MoiTruong_ThuySan
C01,15.1,I,KyThuat_CongNghe
D01,19.0,C,Luat_KinhTe
D01,21.5,A,XaHoiNhanVan
X01,18.2,S,XaHoiNhanVan
D01,23.0,S,SuPhamTiengPhap
D01,23.0,C,Luat_KinhTe
D01,26.5,S,GiaoDucTieuHoc
D01,22.75,I,KhoaHocTuNhien
A01,26.75,I,SuPhamKhoaHocTuNhien
D01,19.0,I,NongNghiep_MoiTruong_ThuySan
C00,24.75,C,Luat_KinhTe
A00,23.75,R,NongNghiep_MoiTruong_ThuySan
B00,24.1,R,KyThuat_CongNghe
A00,26.25,S,GiaoDucTieuHoc
A00,28.25,I,SuPhamVatLy
D01,23.5,A,NgoaiNgu
A00,27.0,R,KyThuat_CongNghe
A01,20.0,I,NongNghiep_MoiTruong_ThuySan
A00,25.6,I,SuPhamTinHoc
A00,25.35,I,SuPhamTinHoc
B00,29.5,I,SuPhamHoaHoc
A00,27.75,I,SuPhamTinHoc
D07,28.75,I,SuPhamToanHoc
A01,17.6,I,KhoaHocTuNhien
D01,23.75,A,NgoaiNgu
B00,28.25,I,SuPhamHoaHoc
A00,27.75,I,SuPhamVatLy
D01,26.0,A,NgoaiNgu
A01,25.25,E,Luat_KinhTe
D01,27.5,A,SuPhamTiengAnh
A01,26.0,I,SuPhamKhoaHocTuNhien
C02,19.5,I,KhoaHocTuNhien
A00,28.25,I,SuPhamHoaHoc
C01,26.25,S,GiaoDucTieuHoc
B00,21.2,R,NongNghiep_MoiTruong_ThuySan
A00,22.5,R,NongNghiep_MoiTruong_ThuySan
A00,21.1,A,XaHoiNhanVan
A00,22.1,R,NongNghiep_MoiTruong_ThuySan
A00,26.75,S,GiaoDucTieuHoc
A00,22.5,I,KhoaHocTuNhien
A00,27.75,I,SuPhamHoaHoc
D01,20.5,C,CongNgheThongTin_TruyenThong
D01,22.75,A,SuPhamTiengPhap
B00,26.0,I,SuPhamSinhHoc
D01,21.0,C,CongNgheThongTin_TruyenThong
A01,25.0,C,CongNgheThongTin_TruyenThong
A01,28.0,I,NongNghiep_MoiTruong_ThuySan
A00,27.75,I,SuPhamKhoaHocTuNhien
C00,22.1,E,Luat_KinhTe
A00,24.85,I,SuPhamTinHoc
A00,28.25,I,SuPhamKhoaHocTuNhien
A01,24.75,I,SuPhamTinHoc
A01,26.0,I,SuPhamKhoaHocTuNhien
D14,23.75,A,NgoaiNgu
A00,28.25,I,SuPhamKhoaHocTuNhien
D01,23.0,S,SuPhamTiengPhap
B00,26.75,I,SuPhamKhoaHocTuNhien
A00,26.0,I,SuPhamTinHoc
D01,26.25,S,GiaoDucTieuHoc
C01,15.1,R,KyThuat_CongNghe
A00,25.75,I,SuPhamTinHoc
D14,22.6,S,SuPhamTiengPhap
C01,26.25,E,Luat_KinhTe
X01,20.75,A,XaHoiNhanVan
C00,21.35,C,Luat_KinhTe
X01,18.0,A,XaHoiNhanVan
A00,27.75,I,SuPhamHoaHoc
C02,18.0,I,NongNghiep_MoiTruong_ThuySan
A01,22.0,I,KhoaHocTuNhien
A00,26.5,I,SuPhamKhoaHocTuNhien
D01,18.75,R,CongNgheThongTin_TruyenThong
B00,27.25,I,SuPhamKhoaHocTuNhien
A00,19.6,R,CongNgheThongTin_TruyenThong
D01,24.75,I,SuPhamTinHoc
A00,27.75,I,SuPhamVatLy
A00,27.0,I,SuPhamKhoaHocTuNhien
D09,23.5,A,NgoaiNgu
D14,26.5,S,SuPhamTiengPhap
B00,22.25,R,KyThuat_CongNghe
C00,22.5,C,Luat_KinhTe
D01,23.0,I,CongNgheThongTin_TruyenThong
A01,19.5,C,KyThuat_CongNghe
C01,19.0,R,KyThuat_CongNghe
C00,22.25,E,Luat_KinhTe
C01,19.0,S,XaHoiNhanVan
A01,24.5,I,SuPhamTinHoc
A00,21.75,C,Luat_KinhTe
D01,16.25,R,NongNghiep_MoiTruong_ThuySan
A00,23.1,C,CongNgheThongTin_TruyenThong
D01,23.5,S,SuPhamTiengPhap
C00,24.0,E,Luat_KinhTe
A00,26.0,I,SuPhamKhoaHocTuNhien
A00,20.75,E,Luat_KinhTe
A00,25.0,I,KhoaHocTuNhien
C01,22.5,I,KyThuat_CongNghe
C02,23.0,S,XaHoiNhanVan
B00,20.0,R,NongNghiep_MoiTruong_ThuySan
D01,25.75,I,SuPhamTinHoc
A00,27.25,I,SuPhamKhoaHocTuNhien
C01,27.25,S,GiaoDucTieuHoc
A00,23.75,R,KyThuat_CongNghe
C01,26.75,S,GiaoDucTieuHoc
D01,24.5,A,SuPhamTiengPhap
D14,26.0,A,NgoaiNgu
B00,26.5,I,SuPhamKhoaHocTuNhien
A01,20.75,R,CongNgheThongTin_TruyenThong
A01,16.1,I,NongNghiep_MoiTruong_ThuySan
D14,24.25,S,SuPhamTiengPhap
C01,26.25,S,GiaoDucTieuHoc
A00,20.5,C,CongNgheThongTin_TruyenThong
B00,26.75,I,SuPhamKhoaHocTuNhien
C01,17.5,R,KyThuat_CongNghe
D01,18.5,I,CongNgheThongTin_TruyenThong
A01,17.75,I,NongNghiep_MoiTruong_ThuySan
A01,24.75,I,SuPhamTinHoc
C02,23.5,I,KhoaHocTuNhien
A01,24.5,I,SuPhamTinHoc
C01,21.5,E,Luat_KinhTe
A00,25.75,I,SuPhamTinHoc
D01,17.75,I,CongNgheThongTin_TruyenThong
D01,25.5,C,CongNgheThongTin_TruyenThong
D01,25.75,A,SuPhamTiengPhap
A00,27.25,I,SuPhamHoaHoc
C01,23.5,A,XaHoiNhanVan
D14,23.0,S,SuPhamTiengPhap
D14,24.0,A,SuPhamTiengPhap
D01,25.25,I,SuPhamTinHoc
A00,16.85,R,KyThuat_CongNghe
D01,22.75,R,NongNghiep_MoiTruong_ThuySan
C01,18.75,C,KyThuat_CongNghe
D01,23.75,A,NgoaiNgu
D01,27.5,S,GiaoDucTieuHoc
A01,16.0,R,KyThuat_CongNghe
A01,25.25,I,SuPhamTinHoc
D01,22.5,I,CongNgheThongTin_TruyenThong
A00,24.75,I,SuPhamTinHoc
D01,23.5,A,NgoaiNgu
A00,27.5,I,SuPhamKhoaHocTuNhien
D01,25.25,A,NgoaiNgu
A00,26.5,S,GiaoDucTieuHoc
C01,26.25,S,GiaoDucTieuHoc
C01,20.5,E,Luat_KinhTe
B00,27.75,I,SuPhamHoaHoc
D15,23.25,A,NgoaiNgu
A00,27.5,I,SuPhamHoaHoc
D01,19.75,C,Luat_KinhTe
A01,20.45,C,KyThuat_CongNghe
A00,27.75,I,SuPhamHoaHoc
A01,26.25,I,SuPhamKhoaHocTuNhien
C02,21.75,I,KhoaHocTuNhien
D01,23.25,A,NgoaiNgu
B08,15.75,C,KyThuat_CongNghe
D01,16.25,R,NongNghiep_MoiTruong_ThuySan
D01,20.5,R,NongNghiep_MoiTruong_ThuySan
D01,22.75,A,SuPhamTiengPhap
C02,21.25,R,NongNghiep_MoiTruong_ThuySan
D15,22.25,A,XaHoiNhanVan
D01,23.5,A,SuPhamTiengPhap
D14,24.25,A,XaHoiNhanVan
D01,25.25,A,SuPhamTiengPhap
D01,23.0,A,NgoaiNgu
C02,20.25,C,Luat_KinhTe
C01,26.75,S,GiaoDucTieuHoc
A00,25.75,I,SuPhamTinHoc
A00,27.25,I,SuPhamHoaHoc
D01,18.75,I,CongNgheThongTin_TruyenThong
C02,22.0,I,KhoaHocTuNhien
D01,24.25,A,NgoaiNgu
D01,19.5,I,KhoaHocTuNhien
A00,27.25,S,GiaoDucTieuHoc
D01,23.5,A,NgoaiNgu
X01,19.0,E,Luat_KinhTe
A00,27.75,I,SuPhamVatLy
A01,15.0,I,KyThuat_CongNghe
A01,17.5,R,NongNghiep_MoiTruong_ThuySan
A00,27.5,S,GiaoDucTieuHoc
D01,20.25,I,CongNgheThongTin_TruyenThong
A00,27.25,I,KyThuat_CongNghe
D01,23.0,A,SuPhamTiengPhap
B00,27.75,I,SuPhamSinhHoc
A00,26.75,S,GiaoDucTieuHoc
C01,18.75,S,XaHoiNhanVan
B00,26.5,I,SuPhamKhoaHocTuNhien
A01,17.0,R,KyThuat_CongNghe
D14,23.75,A,NgoaiNgu
D01,26.75,S,GiaoDucTieuHoc
D01,21.75,I,NongNghiep_MoiTruong_ThuySan
D01,23.0,A,NgoaiNgu
D01,23.75,A,NgoaiNgu
D01,24.5,S,SuPhamTiengPhap
A01,21.5,A,XaHoiNhanVan
B00,26.25,I,SuPhamKhoaHocTuNhien
D14,22.85,S,SuPhamTiengPhap
C01,18.6,E,Luat_KinhTe
A01,22.5,A,XaHoiNhanVan
C02,20.0,C,Luat_KinhTe
A00,28.0,I,SuPhamHoaHoc
D01,24.75,S,SuPhamTiengPhap
D01,22.75,S,SuPhamTiengPhap
A01,26.25,I,SuPhamTinHoc
B00,28.5,I,SuPhamKhoaHocTuNhien
A01,16.35,R,KyThuat_CongNghe
B00,26.5,I,SuPhamKhoaHocTuNhien
A00,26.0,I,SuPhamTinHoc
A01,24.6,C,CongNgheThongTin_TruyenThong
A00,25.0,I,SuPhamTinHoc
A00,26.75,S,GiaoDucTieuHoc
D01,23.5,A,NgoaiNgu
A01,20.0,I,KhoaHocTuNhien
A00,27.5,I,SuPhamHoaHoc
A00,28.0,I,SuPhamVatLy
A00,27.0,S,GiaoDucTieuHoc
D01,26.0,I,SuPhamTinHoc
C00,19.25,A,XaHoiNhanVan
D01,18.75,I,NongNghiep_MoiTruong_ThuySan
B00,25.75,I,SuPhamSinhHoc
D01,20.0,I,CongNgheThongTin_TruyenThong
C01,23.0,E,Luat_KinhTe
A00,26.25,S,GiaoDucTieuHoc
A01,16.85,R,NongNghiep_MoiTruong_ThuySan
A01,22.0,C,CongNgheThongTin_TruyenThong
D01,23.5,C,CongNgheThongTin_TruyenThong
A00,22.5,I,KhoaHocTuNhien
D01,22.75,S,SuPhamTiengPhap
A00,29.5,I,SuPhamHoaHoc
A01,15.6,I,NongNghiep_MoiTruong_ThuySan
D01,24.5,I,CongNgheThongTin_TruyenThong
A00,20.0,I,CongNgheThongTin_TruyenThong
X01,19.6,A,XaHoiNhanVan
D01,24.75,I,SuPhamTinHoc
A01,25.25,I,SuPhamTinHoc
A01,27.25,I,SuPhamKhoaHocTuNhien
A01,19.0,A,XaHoiNhanVan
C00,19.65,C,Luat_KinhTe
D01,19.75,I,NongNghiep_MoiTruong_ThuySan
B03,21.35,I,KhoaHocTuNhien
C01,21.0,I,KyThuat_CongNghe
D14,25.5,S,SuPhamTiengPhap
D14,22.75,A,SuPhamTiengPhap
A00,27.25,I,SuPhamHoaHoc
C01,23.1,C,Luat_KinhTe
D01,26.5,S,GiaoDucTieuHoc
D01,24.5,A,SuPhamTiengPhap
A00,26.5,I,SuPhamKhoaHocTuNhien
A00,27.5,S,GiaoDucTieuHoc
A00,27.0,S,GiaoDucTieuHoc
D14,19.0,S,XaHoiNhanVan
D14,28.5,S,GiaoDucCongDan
A00,26.0,I,SuPhamKhoaHocTuNhien
D01,21.25,C,CongNgheThongTin_TruyenThong
A00,22.75,I,CongNgheThongTin_TruyenThong
D01,23.5,A,NgoaiNgu
X01,18.6,C,Luat_KinhTe
C00,23.35,A,XaHoiNhanVan
C01,16.35,C,KyThuat_CongNghe
C01,19.75,C,Luat_KinhTe
C02,24.0,R,NongNghiep_MoiTruong_ThuySan
B00,27.5,I,SuPhamKhoaHocTuNhien
D01,23.5,A,NgoaiNgu
A00,25.75,C,Luat_KinhTe
C00,20.5,E,Luat_KinhTe
A00,26.5,S,GiaoDucTieuHoc
D07,18.0,I,CongNgheThongTin_TruyenThong
A00,26.25,S,GiaoDucTieuHoc
A01,24.75,I,NongNghiep_MoiTruong_ThuySan
A01,20.75,I,NongNghiep_MoiTruong_ThuySan
A00,22.35,E,Luat_KinhTe
A00,27.75,I,SuPhamHoaHoc
X01,24.0,E,Luat_KinhTe
D01,17.5,R,NongNghiep_MoiTruong_ThuySan
A00,26.5,I,SuPhamKhoaHocTuNhien
A00,21.0,I,KhoaHocTuNhien
C01,22.75,A,XaHoiNhanVan
D01,19.0,A,XaHoiNhanVan
A00,26.75,I,SuPhamTinHoc
D14,25.25,A,NgoaiNgu
A00,22.75,I,NongNghiep_MoiTruong_ThuySan
B00,26.5,I,SuPhamSinhHoc
A00,27.75,I,SuPhamHoaHoc
A00,23.75,C,KyThuat_CongNghe
D01,21.5,I,CongNgheThongTin_TruyenThong
C01,25.0,I,KyThuat_CongNghe
C01,23.0,C,Luat_KinhTe
A01,26.75,I,SuPhamKhoaHocTuNhien
D01,24.25,A,SuPhamTiengPhap
D01,24.0,A,NgoaiNgu
B00,26.5,I,SuPhamKhoaHocTuNhien
A01,22.0,E,Luat_KinhTe
A01,17.5,C,KyThuat_CongNghe
B00,26.5,I,SuPhamKhoaHocTuNhien
B00,26.75,I,SuPhamSinhHoc
A01,29.25,I,SuPhamToanHoc
B00,26.5,I,SuPhamKhoaHocTuNhien
A00,26.0,I,KhoaHocTuNhien
A01,24.5,I,SuPhamTinHoc
D14,24.25,A,NgoaiNgu
D01,21.5,R,CongNgheThongTin_TruyenThong
X25,15.6,R,NongNghiep_MoiTruong_ThuySan
D01,17.25,I,NongNghiep_MoiTruong_ThuySan
B00,27.75,I,SuPhamHoaHoc
A01,26.25,I,SuPhamKhoaHocTuNhien
A01,28.25,I,SuPhamVatLy
D15,19.35,A,XaHoiNhanVan
D01,25.5,A,NgoaiNgu
D01,24.25,C,Luat_KinhTe
A00,28.5,I,SuPhamVatLy
D01,26.75,S,GiaoDucTieuHoc
A00,20.0,E,Luat_KinhTe
X70,22.1,A,XaHoiNhanVan
B03,22.5,I,KhoaHocTuNhien
D01,22.0,R,NongNghiep_MoiTruong_ThuySan
C02,21.5,A,XaHoiNhanVan
A00,28.5,C,KyThuat_CongNghe
C01,19.75,S,XaHoiNhanVan
A00,22.25,I,KhoaHocTuNhien
C02,20.5,A,XaHoiNhanVan
C01,20.5,A,XaHoiNhanVan
C01,27.25,S,GiaoDucTieuHoc
C02,20.0,A,XaHoiNhanVan
A00,22.75,I,KyThuat_CongNghe
B00,26.0,I,SuPhamSinhHoc
D01,24.75,A,NgoaiNgu
B00,28.25,I,SuPhamSinhHoc
C00,20.25,E,Luat_KinhTe
C02,22.75,E,Luat_KinhTe
C01,17.6,C,KyThuat_CongNghe
C02,22.25,A,XaHoiNhanVan
A00,27.0,I,SuPhamTinHoc
D07,19.5,I,KyThuat_CongNghe
C02,18.75,I,KhoaHocTuNhien
C01,23.5,C,Luat_KinhTe
D01,22.25,I,CongNgheThongTin_TruyenThong
D01,24.0,S,SuPhamTiengPhap
D15,24.5,A,NgoaiNgu
X01,21.5,E,Luat_KinhTe
D01,23.0,A,NgoaiNgu
D01,23.0,A,NgoaiNgu
D01,23.75,A,NgoaiNgu
A00,27.25,S,GiaoDucTieuHoc
D01,16.5,R,NongNghiep_MoiTruong_ThuySan
B00,25.75,I,SuPhamSinhHoc
D01,22.75,A,SuPhamTiengPhap
A00,26.25,S,GiaoDucTieuHoc
A00,20.0,C,Luat_KinhTe
D01,25.5,A,SuPhamTiengPhap
A01,20.35,R,NongNghiep_MoiTruong_ThuySan
D01,24.0,S,SuPhamTiengPhap
A00,26.5,S,GiaoDucTieuHoc
D01,26.25,S,GiaoDucTieuHoc
A00,18.25,I,KhoaHocTuNhien
A00,24.5,C,CongNgheThongTin_TruyenThong
A01,23.75,I,KhoaHocTuNhien
X74,20.75,A,XaHoiNhanVan
A00,25.5,I,SuPhamTinHoc
D01,26.5,S,GiaoDucTieuHoc
C01,20.75,R,KyThuat_CongNghe
A00,22.0,I,CongNgheThongTin_TruyenThong
D15,20.1,A,XaHoiNhanVan
A01,16.2,R,NongNghiep_MoiTruong_ThuySan
A00,27.5,S,GiaoDucTieuHoc
X01,17.95,S,XaHoiNhanVan
D14,19.0,S,XaHoiNhanVan
A00,22.75,I,NongNghiep_MoiTruong_ThuySan
C01,24.25,C,KyThuat_CongNghe
D01,24.75,I,SuPhamTinHoc
D01,16.0,R,NongNghiep_MoiTruong_ThuySan
D01,17.75,R,CongNgheThongTin_TruyenThong
D07,24.75,I,SuPhamTinHoc
D01,27.25,S,GiaoDucTieuHoc
A00,24.5,I,SuPhamTinHoc
C02,17.85,I,NongNghiep_MoiTruong_ThuySan
B03,21.5,I,KhoaHocTuNhien
B00,26.25,I,SuPhamKhoaHocTuNhien
C02,24.75,A,XaHoiNhanVan
D01,19.0,E,Luat_KinhTe
D01,24.25,A,NgoaiNgu
C02,25.75,I,KhoaHocTuNhien
C01,22.25,C,Luat_KinhTe
D14,22.25,S,XaHoiNhanVan
C02,21.6,E,Luat_KinhTe
D01,22.75,A,SuPhamTiengPhap
A01,24.75,I,SuPhamTinHoc
D14,20.85,A,XaHoiNhanVan
A00,26.25,I,SuPhamTinHoc
C00,18.85,C,Luat_KinhTe
A00,27.5,I,SuPhamHoaHoc
D14,23.5,A,NgoaiNgu
D01,26.5,S,GiaoDucTieuHoc
D01,23.0,S,SuPhamTiengPhap
C00,21.0,A,XaHoiNhanVan
D01,17.5,I,KhoaHocTuNhien
D01,23.6,A,NgoaiNgu
A00,26.25,I,SuPhamKhoaHocTuNhien
D01,18.0,S,XaHoiNhanVan
D01,23.75,A,NgoaiNgu
D01,22.75,S,SuPhamTiengPhap
C02,17.85,I,KhoaHocTuNhien
D14,23.0,A,NgoaiNgu
C01,26.25,S,GiaoDucTieuHoc
D01,24.0,S,XaHoiNhanVan
C02,17.85,A,XaHoiNhanVan
A01,28.0,I,SuPhamKhoaHocTuNhien
A01,26.75,R,NongNghiep_MoiTruong_ThuySan
D14,20.25,S,XaHoiNhanVan
A00,27.5,I,SuPhamKhoaHocTuNhien
A01,21.5,E,Luat_KinhTe
A01,16.25,R,KyThuat_CongNghe
D01,23.0,A,NgoaiNgu
C01,17.85,R,KyThuat_CongNghe
D09,23.5,A,NgoaiNgu
D01,19.25,C,CongNgheThongTin_TruyenThong
A00,21.85,C,Luat_KinhTe
C01,20.5,C,Luat_KinhTe
C01,27.25,S,GiaoDucTieuHoc
D01,22.75,A,SuPhamTiengPhap
A00,19.75,I,KyThuat_CongNghe
A00,27.25,I,SuPhamVatLy
D01,26.0,I,SuPhamTinHoc
D14,23.25,A,XaHoiNhanVan
D01,23.25,A,NgoaiNgu
A00,21.25,I,NongNghiep_MoiTruong_ThuySan
D01,24.5,I,SuPhamTinHoc
D01,22.0,R,NongNghiep_MoiTruong_ThuySan
C02,21.0,I,KhoaHocTuNhien
C02,25.5,E,Luat_KinhTe
X25,20.75,I,NongNghiep_MoiTruong_ThuySan
A00,27.0,S,GiaoDucTieuHoc
A00,21.0,R,KyThuat_CongNghe
B00,27.5,I,SuPhamHoaHoc
A00,27.75,I,SuPhamKhoaHocTuNhien
C02,25.5,E,Luat_KinhTe
D01,25.5,I,SuPhamTinHoc
D01,18.25,I,KhoaHocTuNhien
C02,25.0,I,KhoaHocTuNhien
C01,20.5,I,KyThuat_CongNghe
A01,27.75,I,SuPhamKhoaHocTuNhien
C01,25.5,C,Luat_KinhTe
C02,24.25,S,XaHoiNhanVan
C01,20.0,R,KyThuat_CongNghe
C01,17.0,I,KyThuat_CongNghe
B00,26.5,I,SuPhamKhoaHocTuNhien
D09,25.75,A,NgoaiNgu
A00,18.7,S,XaHoiNhanVan
D01,19.25,I,KhoaHocTuNhien
D01,18.5,R,NongNghiep_MoiTruong_ThuySan
D01,24.0,A,NgoaiNgu
C02,22.0,I,NongNghiep_MoiTruong_ThuySan
C01,22.0,E,Luat_KinhTe
D01,28.25,S,SuPhamNguVan
A00,27.5,I,SuPhamKhoaHocTuNhien
A00,27.75,I,SuPhamVatLy
D01,16.85,R,NongNghiep_MoiTruong_ThuySan
A01,24.75,I,SuPhamTinHoc
D01,22.0,I,KhoaHocTuNhien
D01,24.5,I,SuPhamTinHoc
